director_id,director_name
1295,Carol Reed
1296,Chuck Sheetz
1297,Marcus Raboy
1298,Leigh Whannell
1299,Michael Schultz
1300,Peter Sollett
1301,Bob Dolman
1302,Greg Coolidge
1303,David Lowery
1304,Ciarán Foy
1305,Salim Akil
1306,Olatunde Osunsanmi
1307,Leon Ichaso
1308,Joseph Zito
1309,Patricia Rozema
1310,Rob Schmidt
1311,Robert Ben Garant
1312,Morgan Spurlock
1313,Neal Brennan
1314,Tuck Tucker
1315,Theodore Witcher
1316,Jim Hanon
1317,Michael Patrick Jann
1318,Jorma Taccone
1319,Florian Henckel von Donnersmarck
1320,Jeff Lowell
1321,Lorene Scafaria
1322,Marcus Dunstan
1323,Timothy Björklund
1324,François Girard
1325,Scott Kalvert
1326,Jason Bateman
1327,David Schwimmer
1328,Allan Arkush
1329,Eric Bross
1330,Dan Fogelman
1331,Jay Duplass
1332,Luca Guadagnino
1333,John Putch
1334,Peter Medak
1335,Terence Davies
1336,Harley Cokeliss
1337,Tom Brady
1338,Jason Zada
1339,Noah Baumbach
1340,Eric Blakeney
1341,Rakesh Roshan
1342,Derrick Borte
1343,Richard Kwietniowski
1344,Bob Odenkirk
1345,Joshua Seftel
1346,Vincent Gallo
1347,Claude Chabrol
1348,Jon Stewart
1349,Bigas Luna
1350,Ralph Fiennes
1351,Dan Harris
1352,Mel Smith
1353,Bobcat Goldthwait
1354,Jake Scott
1355,Alan Metter
1356,Rafa Lara
1357,Arthur Hiller
1358,Michael Meredith
1359,Julio DePietro
1360,Katherine Dieckmann
1361,Kim Farrant
1362,Scott Marshall
1363,Álex de la Iglesia
1364,Andrew Traucki
1365,Michael Clancy
1366,Robert Adetuyi
1367,Kari Skogland
1368,Taedong Park
1369,Paul Schrader
1370,Benedikt Erlingsson
1371,Gurinder Chadha
1372,Jason Connery
1373,Vic Sarin
1374,Jim Issa
1375,William Phillips
1376,Andy Garcia
1377,Sarik Andreasyan
1378,Julian Gilbey
1379,Gary Sherman
1380,Valeri Milev
1381,Stanley Kramer
1382,Pedro Almodóvar
1383,Gerald Potterton
1384,Anurag Basu
1385,Kriv Stenders
1386,Yash Chopra
1387,Floria Sigismondi
1388,Ferzan Ozpetek
1389,Kris Isacsson
1390,Ben Younger
1391,Daniel Taplitz
1392,Tamara Jenkins
1393,Linda Mendoza
1394,Hart Bochner
1395,Stewart Raffill
1396,Hong-jin Na
1397,Chatrichalerm Yukol
1398,Dario Argento
1399,Eric Lavaine
1400,Marc Forby
1401,Scott Mann
1402,Ole Christian Madsen
1403,Meiert Avis
1404,André Téchiné
1405,Emily Young
1406,Peter Faiman
1407,Martyn Pick
1408,Roland Suso Richter
1409,Jeremy Sims
1410,Maïwenn
1411,Joby Harold
1412,Ekachai Uekrongtham
1413,Mark Rydell
1414,David E. Talbert
1415,Roger Vadim
1416,Nils Gaup
1417,Ari Sandel
1418,Vondie Curtis-Hall
1419,Tom Elkins
1420,Woo-Suk Kang
1421,Herbert Ross
1422,John Sayles
1423,Vipul Amrutlal Shah
1424,Ken Loach
1425,Ayan Mukerji
1426,John G. Avildsen
1427,Mervyn LeRoy
1428,Serdar Akar
1429,James Frawley
1430,Dan Gilroy
1431,Jonathan Dayton
1432,Chris Stokes
1433,Don Siegel
1434,Martin Lawrence
1435,Masayuki Ochiai
1436,Tom Gormican
1437,Ken Shapiro
1438,Justin Tipping
1439,Peter R. Hunt
1440,Doug Atchison
1441,Tamra Davis
1442,Jonas Elmer
1443,Mary Harron
1444,Erik Canuel
1445,Troy Duffy
1446,Nicole Holofcener
1447,Matty Rich
1448,Fina Torres
1449,Duke Johnson
1450,François Ozon
1451,Anna Boden
1452,Steve James
1453,Michael Winner
1454,Tomm Moore
1455,John Carney
1456,David Jacobson
1457,Michael Corrente
1458,Edward Hall
1459,Keith Gordon
1460,Andrew Currie
1461,Andrew Wilson
1462,Marc Schölermann
1463,Robert Moresco
1464,Thomas Vinterberg
1465,Claudia Llosa
1466,Charles Binamé
1467,Keith Parmer
1468,Ol Parker
1469,James Nunn
1470,David Webb Peoples
1471,Michael Winnick
1472,Stanley Tong
1473,David Oelhoffen
1474,Eli Roth
1475,Tony Richardson
1476,Charles Robert Carner
1477,Russell Holt
1478,Claude Miller
1479,Sacha Bennett
1480,Rodrigo García
1481,Jeta Amata
1482,Siddharth Anand
1483,Vincent Paronnaud
1484,Dennis Gansel
1485,Daniel Barber
1486,Robert Marcarelli
1487,Ernie Barbarash
1488,Guy Hamilton
1489,Adam Brooks
1490,Michael Anderson
1491,Don Kempf
1492,Matt Bettinelli-Olpin
1493,Rob Zombie
1494,Sharron Miller
1495,Aaron Schneider
1496,Tom Ford
1497,Tony Maylam
1498,Mitch Davis
1499,Kevin Brodie
1500,Lynne Ramsay
1501,John Stephenson
1502,Tim Chambers
1503,Dick Richards
1504,Bob Gosse
1505,Alex Zamm
1506,Spencer Susser
1507,Thaddeus O'Sullivan
1508,Shari Springer Berman
1509,Aleksey German
1510,Stephen Milburn Anderson
1511,Richard E. Grant
1512,David Lam
1513,Vladlen Barbe
1514,Richard Rich
1515,Robert C. Cooper
1516,Kim Nguyen
1517,Jackie Earle Haley
1518,Max Färberböck
1519,Arie Posin
1520,Damian Nieman
1521,Mark Tonderai
1522,Ian Fitzgibbon
1523,Rachel Perkins
1524,Luis Valdez
1525,Alan Alda
1526,Louis Morneau
1527,Caroline Link
1528,Sterling Van Wagenen
1529,Zal Batmanglij
1530,Hans Petter Moland
1531,Oren Moverman
1532,Ian Sharp
1533,Wolfgang Becker
1534,George Roy Hill
1535,Robert Stevenson
1536,Jerome Robbins
1537,Gary Hardwick
1538,King Vidor
1539,Fred Savage
1540,Sammo Kam-Bo Hung
1541,Rusty Cundieff
1542,Dominique Othenin-Girard
1543,Jean-Jacques Mantello
1544,Risa Bramon Garcia
1545,Brian Klugman
1546,Matt Piedmont
1547,Raymond De Felitta
1548,John Michael McDonagh
1549,Deb Hagan
1550,Zach Cregger
1551,Zach Braff
1552,Mark Tarlov
1553,John Cameron Mitchell
1554,Jon Knautz
1555,David Atkins
1556,Patrick Stettner
1557,Sam Peckinpah
1558,Michael Crichton
1559,Sylvio Tabet
1560,Rick Bieber
1561,Joey Lauren Adams
1562,Fred Zinnemann
1563,S.R. Bindler
1564,Greg Marcks
1565,Perry Lang
1566,Jake Goldberger
1567,William Kaufman
1568,Cédric Klapisch
1569,Kate Barker-Froyland
1570,Martin Koolhoven
1571,Charles Matthau
1572,Christopher M. Bessette
1573,Prachya Pinkaew
1574,Gary Sinyor
1575,Ashish R. Mohan
1576,Darren Grant
1577,Joseph Gordon-Levitt
1578,William Sachs
1579,Christophe Barratier
1580,Émile Gaudreault
1581,James Cox
1582,James Toback
1583,Aki Kaurismäki
1584,Hitoshi Matsumoto
1585,Rakeysh Omprakash Mehra
1586,Collin Schiffli
1587,George Ratliff
1588,Shane Meadows
1589,Jon Wright
1590,Michael McGowan
1591,Liv Ullmann
1592,Rohan Sippy
1593,Dan Trachtenberg
1594,David F. Sandberg
1595,Stiles White
1596,Joel Edgerton
1597,Eugenio Derbez
1598,Henry Koster
1599,Patty Jenkins
1600,Christopher Landon
1601,David Gelb
1602,Mike Flanagan
1603,Nat Faxon
1604,George Jackson
1605,Maurice Joyce
1606,Robert Duvall
1607,Frank Perry
1608,Jesse Peretz
1609,Ice Cube
1610,Tim Blake Nelson
1611,Richard Glatzer
1612,Michael Curtiz
1613,Bruce Malmuth
1614,Rob Hedden
1615,Harmony Korine
1616,Joe Chappelle
1617,Mickey Liddell
1618,Fred Walton
1619,Steve Carver
1620,Gonzalo López-Gallego
1621,Christine Jeffs
1622,Don Coscarelli
1623,Michael Tiddes
1624,Bill Duke
1625,Frank Borzage
1626,Mamoru Hosoda
1627,Brian Dannelly
1628,Denys Arcand
1629,J.S. Cardone
1630,Jay Levey
1631,Nicholaus Goossen
1632,Ronan Chapalain
1633,Xavier Beauvois
1634,Randall Miller
1635,Jerry Belson
1636,Dan Rush
1637,Michael Cuesta
1638,Fenton Bailey
1639,Jeremy Saulnier
1640,Billy Kent
1641,James Manera
1642,Feroz Abbas Khan
1643,Errol Morris
1644,Dennis Hopper
1645,Eli Craig
1646,Nicholas Fackler
1647,Richard Wallace
1648,Morgan J. Freeman
1649,Matthew Hastings
1650,Klaus Menzel
1651,Oren Peli
1652,Paul Andrew Williams
1653,Jim Amatulli
1654,William H. Macy
1655,Barrett Esposito
1656,Vicky Jewson
1657,Marc Bennett
1658,Mike Mayhall
1659,Stanton Barrett
1660,Jirí Menzel
1661,Fatih Akin
1662,Nick Murphy
1663,Frank LaLoggia
1664,Jeremy Brock
1665,Scott Foley
1666,Christophe Ali
1667,Gabriela Tagliavini
1668,Shekar
1669,Shona Auerbach
1670,Leonard Farlinger
1671,Michel Leclerc
1672,Analeine Cal y Mayor
1673,Tom Kalin
1674,Robert Sarkies
1675,John Huston
1676,Walter Lang
1677,Carlos Saura
1678,Andrew Erwin
1679,Beto Gómez
1680,Mike van Diem
1681,Jonas Åkerlund
1682,Todd Solondz
1683,René Féret
1684,Barry Skolnick
1685,Johnnie To
1686,Mateo Gil
1687,Lukas Moodysson
1688,Agnieszka Wojtowicz-Vosloo
1689,Kabir Sadanand
1690,Peter DeLuise
1691,Raja Menon
1692,Nick Love
1693,R. Balki
1694,Ivan Engler
1695,Cecil B. DeMille
1696,Henry Hobson
1697,Mike Figgis
1698,Duane Journey
1699,Dan O'Bannon
1700,Billy Wilder
1701,Lisa Cholodenko
1702,John Sturges
1703,William Arntz
1704,Ed Gass-Donnelly
1705,DJ Pooh
1706,James Melkonian
1707,Roger Avary
1708,Allison Anders
1709,Rick de Oliveira
1710,Jeff Franklin
1711,Mike Mills
1712,Dave McKean
1713,Ron Fricke
1714,Ruggero Deodato
1715,Gavin Wiesen
1716,Mora Stephens
1717,Mars Callahan
1718,Leos Carax
1719,Stefan Schwartz
1720,Robert Lee King
1721,Jorge Ramírez Suárez
1722,Dan Ireland
1723,Fernando León de Aranoa
1724,Jim Mickle
1725,Karim Aïnouz
1726,Sam Levinson
1727,Aleksandr Veledinskiy
1728,Peter H. Hunt
1729,Ruba Nadda
1730,Howard Hughes
1731,Edward Burns
1732,Sean Byrne
1733,Mark Griffiths
1734,Bruce Macdonald
1735,Victor Fleming
1736,Richard Raymond
1737,Alan Jacobs
1738,George Sidney
1739,Christopher Morris
1740,Andrucha Waddington
1741,Peter Stebbings
1742,Vincente Minnelli
1743,Dagur Kári
1744,Jim Abrahams
1745,Kevin Carraway
1746,Michael Gornick
1747,Richard Brooks
1748,Robert Eggers
1749,Michael Martin
1750,Gideon Raff
1751,Louis C.K.
1752,Anthony C. Ferrante
1753,Salvador Carrasco
1754,André Øvredal
1755,Robert Cary
1756,Adam Rapp
1757,Warren P. Sonoda
1758,Amanda Gusack
1759,Avi Nesher
1760,Charles Adelman
1761,Jay Oliva
1762,Charles Ferguson
1763,Mark Young
1764,Daniel Petrie Jr.
1765,Antonio Simoncini
1766,Luc Jacquet
1767,Eldar Rapaport
1768,Clark Gregg
1769,Damien Chazelle
1770,Justin Kerrigan
1771,Nathan Frankowski
1772,Karen Moncrieff
1773,Jennifer Finnigan
1774,Eric Styles
1775,Laurent Cantet
1776,John Ford
1777,Max Mayer
1778,Joshua Marston
1779,John Gulager
1780,Brandon Cronenberg
1781,Frank Capra
1782,Tod Williams
1783,Jack Sholder
1784,Ted Post
1785,Kunihiko Yuyama
1786,Tom McLoughlin
1787,Adam Marcus
1788,John Maclean
1789,Benny Boom
1790,Howard Hawks
1791,Nnegest Likké
1792,Christopher Leitch
1793,Patricia Cardoso
1794,Damien O'Donnell
1795,Peter M. Cohen
1796,Mel Stuart
1797,Anthony Hickox
1798,Tom Schulman
1799,Jill Sprecher
1800,Darren Stein
1801,David Nixon
1802,Jason Eisener
1803,Enrique Begne
1804,Matthew Bright
1805,Michael Landon Jr.
1806,Andrea Arnold
1807,Whit Stillman
1808,Leslye Headland
1809,Bobby Roth
1810,Tim Heidecker
1811,Kate Connor
1812,Deon Taylor
1813,Jason Alexander
1814,Conor McPherson
1815,Will Canon
1816,Philip Zlotorynski
1817,Lance Kawas
1818,Francesca Gregorini
1819,Marcio Garcia
1820,Craig Moss
1821,Michael Jai White
1822,Paolo Monico
1823,Youssef Delara
1824,Darin Scott
1825,Christian Sesma
1826,Monte Hellman
1827,Brian Caunter
1828,Chris D'Arienzo
1829,Isaac Florentine
1830,Susan Seidelman
1831,Heidi Ewing
1832,Leon Ford
1833,Hank Braxtan
1834,John Carl Buechler
1835,Rajkumar Hirani
1836,Victor Nunez
1837,Rohit Jugraj
1838,Thorbjørn Christoffersen
1839,Alex van Warmerdam
1840,Pawel Pawlikowski
1841,Frank Sebastiano
1842,Rand Ravich
1843,Stacy Peralta
1844,Nacho Vigalondo
1845,Hao Ning
1846,Tony Giglio
1847,Stanley Donen
1848,Joe Cross
1849,Dinesh D'Souza
1850,Tommy Lee Wallace
1851,Don Taylor
1852,Leslie Small
1853,Éric Tessier
1854,Alison Maclean
1855,Alice Wu
1856,Sarah Gavron
1857,Isabel Coixet
1858,James Ponsoldt
1859,Joshua Tickell
1860,Tim Boxell
1861,Michael D. Sellers
1862,Reed Cowan
1863,James Dodson
1864,Alex Rivera
1865,John Murlowski
1866,Benni Diez
1867,Danny Perez
1868,Robby Henson
1869,Zackary Adler
1870,Dominic Burns
1871,Carmen Marron
1872,Jerry Rees
1873,Jaco Booyens
1874,Danny Steinmann
1875,Jon Gunn
1876,Hayley Cloake
1877,Tay Garnett
1878,Shyam Madiraju
1879,Harmage Singh Kalirai
1880,Rita Merson
1881,William Wyler
1882,Larry Clark
1883,Petter Næss
1884,Robert Fontaine
1885,Dan Perri
1886,Neil Mcenery-West
1887,Anthony O'Brien
1888,Michael Herz
1889,David Robert Mitchell
1890,Robert Mulligan
1891,Chia-Liang Liu
1892,Chris Kentis
1893,Alex Kendrick
1894,Robert Rossen
1895,Jack Conway
1896,Sylvain Chomet
1897,Chris Eyre
1898,Elia Kazan
1899,Debra Granik
1900,Henry King
1901,Miranda July
1902,Max Joseph
1903,Jim Jarmusch
1904,Kevin Tenney
1905,Ari Folman
1906,Gary Rogers
1907,Marielle Heller
1908,David Sington
1909,Kelly Reichardt
1910,Bob Giraldi
1911,Huck Botko
1912,David Duchovny
1913,Mitchell Lichtenstein
1914,Lance Mungia
1915,Kundan Shah
1916,Hue Rhodes
1917,Jugal Hansraj
1918,Danny Provenzano
1919,Bill Muir
1920,Noah Buschel
1921,Brian Yuzna
1922,Hunter Richards
1923,Laurie Collyer
1924,Aaron Hann
1925,Phil Claydon
1926,Ralph Ziman
1927,John Simpson
1928,Colin Minihan
1929,Conor McMahon
1930,Chris Shadley
1931,Simon Napier-Bell
1932,Simon Yin
1933,Jeff Crook
1934,Orson Welles
1935,Dave Payne
1936,Brad Copeland
1937,Paul Bunnell
1938,Phil Morrison
1939,Harald Reinl
1940,Tanner Beard
1941,Scott Dow
1942,Derick Martini
1943,Jerry Dugan
1944,Tim Hunter
1945,Richard Ayoade
1946,Jehane Noujaim
1947,Pascal Arnold
1948,Remo
1949,John Laing
1950,Jamal Hill
1951,Daniel Stamm
1952,Carlos Carrera
1953,Benh Zeitlin
1954,J. Lee Thompson
1955,Maggie Greenwald
1956,Vera Farmiga
1957,Vijay Chandar
1958,Jonathan Wacks
1959,Khyentse Norbu
1960,Tony Krantz
1961,Mitchell Altieri
1962,W.D. Hogan
1963,Corey Grant
1964,Lucky McKee
1965,Richard Boddington
1966,David Hunt
1967,Steven R. Monroe
1968,Mark Illsley
1969,Ritesh Batra
1970,Sally Potter
1971,Brad J. Silverman
1972,Dave Meyers
1973,David M. Matthews
1974,Nadine Labaki
1975,Lluís Quílez
1976,Eytan Fox
1977,Romesh Sharma
1978,François Truffaut
1979,Adam Goldberg
1980,Travis Zariwny
1981,Adrienne Shelly
1982,Newt Arnold
1983,Alex Cox
1984,Fabián Bielinsky
1985,Dror Moreh
1986,Rebecca Miller
1987,Maggie Carey
1988,Henry Bean
1989,Simeon Rice
1990,Jeff Garlin
1991,Qasim Basir
1992,Adam Green
1993,Charles Chaplin
1994,Pete Jones
1995,Bruce Campbell
1996,Adam Carolla
1997,Bruce McDonald
1998,James Mottern
1999,Jaime Zevallos
2000,Gerard Johnstone
2001,Robert Greenwald
2002,David Ray
2003,Dave Rodriguez
2004,Nae Caranfil
2005,David Winning
2006,Frank Lotito
2007,Timothy Woodward Jr.
2008,Tara Subkoff
2009,Russell Friedenberg
2010,William Cottrell
2011,Lucrecia Martel
2012,Edward Dmytryk
2013,Zak Penn
2014,Alex Ranarivelo
2015,Mathieu Amalric
2016,David Worth
2017,Leslie H. Martinson
2018,Robert M. Young
2019,Steve Buscemi
2020,Ham Tran
2021,Rich Cowan
2022,Boris Rodriguez
2023,Sadyk Sher-Niyaz
2024,Paul Donovan
2025,Jonathan Kesselman
2026,Arjun Sablok
2027,Tyler Oliver
2028,Douglas Cheek
2029,Deryck Broom
2030,Henry Hathaway
2031,Giovanni Zelko
2032,Claudia Sainte-Luce
2033,Jamie Babbit
2034,David Boyd
2035,Anna Muylaert
2036,Steve Taylor
2037,Kurt Voss
2038,James David Pasternak
2039,Laurent Bouhnik
2040,Tom Sanchez
2041,David Caffrey
2042,Adam Jay Epstein
2043,Justin Thomas Ostensen
2044,Brenton Spencer
2045,Ossie Davis
2046,Jay Alaimo
2047,Dylan Bank
2048,Rob McKittrick
2049,Jeff Burr
2050,Harry Gantz
2051,Guy Maddin
2052,Regardt van den Bergh
2053,Panos Cosmatos
2054,Gareth Evans
2055,Matthew R. Anderson
2056,Joe Marino
2057,Joel Anderson
2058,Shimit Amin
2059,Douglas Trumbull
2060,Mona Fastvold
2061,Levan Gabriadze
2062,Bradley Parker
2063,Clive Barker
2064,Harold Cronk
2065,Takao Okawara
2066,Duncan Tucker
2067,Russ Meyer
2068,Robert D. Webb
2069,Allan Dwan
2070,Andrew Steggall
2071,Ben Lewin
2072,Robert Kenner
2073,Craig Johnson
2074,Sean Durkin
2075,Gillian Robespierre
2076,Courtney Hunt
2077,Morgan Neville
2078,Chris Paine
2079,Greg Berlanti
2080,Marc Levin
2081,Richard Dutcher
2082,Khalid Mohamed
2083,Finn Taylor
2084,José Luis Valenzuela
2085,Gia Coppola
2086,Scandar Copti
2087,Goran Dukic
2088,Mike Cahill
2089,Efram Potelle
2090,Joshua Oppenheimer
2091,Alex Gibney
2092,Paul Crowder
2093,Rohit Jagessar
2094,Anthony Powell
2095,Kief Davidson
2096,Johnny Remo
2097,Vivek Agnihotri
2098,Ti West
2099,Nick Tomnay
2100,Nickolas Perry
2101,Dan Zukovic
2102,Becky Smith
2103,Eric Nicholas
2104,Benjamin Dickinson
2105,Hal Haberman
2106,A. Raven Cruz
2107,Frank Whaley
2108,Amat Escalante
2109,Wajahat Rauf
2110,Katherine Brooks
2111,David Cross
2112,Randall Rubin
2113,Robert Bennett
2114,Mary Pat Kelly
2115,Lori Petty
2116,Charlie Levi
2117,Kevin Hamedani
2118,David DeCoteau
2119,Mikel Rueda
2120,Stefan C. Schaefer
2121,Michael Taliferro
2122,Katie Aselton
2123,Robert Heath
2124,D. Stevens
2125,Jeffrey St. Jules
2126,Robert Hall
2127,K. King
2128,Jonathan Meyers
2129,Ralph Nelson
2130,Blair Erickson
2131,Allison Burnett
2132,Richard Schenkman
2133,Sanjay Rawal
2134,Kat Coiro
2135,Cristian Mungiu
2136,Brian Dorton
2137,Maryam Keshavarz
2138,Ramaa Mosley
2139,Ric Roman Waugh
2140,C. Jay Cox
2141,Mariette Monpierre
2142,Tommy Oliver
2143,Jamie Travis
2144,Rich Christiano
2145,Natalie Bible'
2146,Asghar Farhadi
2147,Justin Molotnikov
2148,Georg Wilhelm Pabst
2149,Daniel Davila
2150,Jorge Gaggero
2151,Michael Burke
2152,Catherine Jelski
2153,Shane Dawson
2154,Ryan Little
2155,Clark Baker
2156,Matt Maiellaro
2157,Ben Wheatley
2158,Oliver Blackburn
2159,Christopher Hutson
2160,David LaChapelle
2161,Caryn Waechter
2162,Emily Dell
2163,Ryan Fleck
2164,Jennifer Wynne Farmer
2165,Christopher Scott Cherot
2166,H.M. Coakley
2167,Randy Moore
2168,Chris Atkins
2169,Bill Benenson
2170,Ryan Smith
2171,Travis Romero
2172,Anna Mastro
2173,Mark Sandrich
2174,Daniel Myrick
2175,Michael Wadleigh
2176,Gene Teigland
2177,Scott Ziehl
2178,Richard Montoya
2179,Johanna Schwartz
2180,William Gazecki
2181,Lance McDaniel
2182,Thomas Lilti
2183,Michael Walker
2184,U. Roberto Romano
2185,Amy Holden Jones
2186,Blaz Zavrsnik
2187,Pan Nalin
2188,Joe Camp
2189,Matt Walsh
2190,John 'Bud' Cardos
2191,Marilyn Agrelo
2192,Brian Baugh
2193,Patrick Creadon
2194,Barry W. Blaustein
2195,Kurt Hale
2196,Siddiq Barmak
2197,Joseph Dorman
2198,Greg Harrison
2199,Jacob Aaron Estes
2200,Eric Schaeffer
2201,Neema Barnette
2202,Joe Swanberg
2203,Molly Bernstein
2204,Marius A. Markevicius
2205,Tom DiCillo
2206,Quentin Dupieux
2207,Alex Smith
2208,Gareth Edwards
2209,Jonathan Parker
2210,Sol Tryon
2211,Alex Craig Mann
2212,Stephen Kijak
2213,Daston Kalili
2214,Michael Hoffman Jr.
2215,Patrick Gilles
2216,Georgia Hilton
2217,Jack Heller
2218,Fernando Baez Mella
2219,Warren Sheppard
2220,Justin Paul Miller
2221,Joel Paul Reisig
2222,Catherine Gund
2223,Luke Dye
2224,Alec Asten
2225,Hans Canosa
2226,Lloyd Kaufman
2227,Matthew Watts
2228,Lloyd Bacon
2229,Joe Kenemore
2230,Kay Pollak
2231,Eric England
2232,Sue Corcoran
2233,Jonathan Caouette
2234,Ray Griggs
2235,Matt Jackson
2236,Lucio Fulci
2237,Paul Fox
2238,Ari Kirschenbaum
2239,Cassandra Nicolaou
2240,Ingmar Bergman
2241,D.W. Griffith
2242,Roger Nygard
2243,Harry Beaumont
2244,Franck Khalfoun
2245,Mor Loushy
2246,Henry Alex Rubin
2247,Sam Firstenberg
2248,Doug Block
2249,Chad Kapper
2250,Paul Fierlinger
2251,Yorgos Lanthimos
2252,Lauren Lazin
2253,Gregory Widen
2254,Niall Johnson
2255,Eric Mendelsohn
2256,Jean-Luc Godard
2257,Florence Ayisi
2258,Michael Roemer
2259,Eddie O'Flaherty
2260,Babar Ahmed
2261,John D. Hancock
2262,Paul Bartel
2263,Bruce Dellis
2264,Pece Dingo
2265,Jerome Elston Scott
2266,Étienne Faure
2267,Herb Freed
2268,Jack Perez
2269,Craig Zobel
2270,Ken Del Conte
2271,Maria Maggenti
2272,Piyush Dinker Pandya
2273,Daniel Columbie
2274,Emma-Kate Croghan
2275,Bill Plympton
2276,Drake Doremus
2277,Al Franklin
2278,Michael Kang
2279,Lori Silverbush
2280,Stuart Hazeldine
2281,Hilary Brougher
2282,Rachel Goldenberg
2283,Corbin Bernsen
2284,Jamin Winans
2285,Tom Seidman
2286,Jason Naumann
2287,Matt Cimber
2288,Sam Martin
2289,Andrew Hyatt
2290,Dan Curtis
2291,Kristin Rizzo
2292,Ward Roberts
2293,Zoran Lisinac
2294,James O'Brien
2295,Tom Putnam
2296,Jon Shear
2297,Al Silliman Jr.
2298,Eugène Lourié
2299,Lowell Sherman
2300,Maurizio Benazzo
2301,David G. Evans
2302,Sherman Alexie
2303,Justin Dillon
2304,Stevan Mena
2305,Livingston Oden
2306,Chris Marker
2307,Carl Theodor Dreyer
2308,Marianna Palka
2309,Ricki Stern
2310,Nadia Tass
2311,James Kerwin
2312,C. Fraser Press
2313,Rania Attieh
2314,Sharon Greytak
2315,Majid Majidi
2316,Andrew Haigh
2317,Cary Bell
2318,Nicolae Constantin Tanase
2319,Jason Stone
2320,Melvin Van Peebles
2321,Ken Roht
2322,Robinson Devor
2323,Michel Orion Scott
2324,Pat Holden
2325,Eric Bugbee
2326,Bill Melendez
2327,Dena Seidel
2328,Deborah Anderson
2329,Sara Newens
2330,Sai Varadan
2331,Amal Al-Agroobi
2332,Andrew Berends
2333,Lynn Shelton
2334,Valentine
2335,David Hewlett
2336,Nate Parker
2337,Nathan Smith Jones
2338,Travis Cluff
2339,Harry F. Millarde
2340,Robert Townsend
2341,Jamaa Fanaka
2342,Larry Blamire
2343,Stephen Langford
2344,E.L. Katz
2345,Lisanne Pajot
2346,Dan Reed
2347,John Reinhardt
2348,Patrick Ryan Sims
2349,Laslo Benedek
2350,Jason Miller
2351,Dennis Iliadis
2352,Sut Jhally
2353,Julie Davis
2354,Myles Berkowitz
2355,Brett Piper
2356,Brandon Trost
2357,Joseph Green
2358,Wade Gasque
2359,Daniel Schechter
2360,Matt Johnson
2361,Bruno Barreto
2362,Lena Dunham
2363,Terron R. Parsons
2364,Daniel Mellitz
2365,Jem Cohen
2366,Andrew Leman
2367,Dave Carroll
2368,William Eubank
2369,Patrick Meaney
2370,Chad Hartigan
2371,Malcolm Goodwin
2372,Kevin Jordan
2373,Kirk Loudon
2374,Travis Legge
2375,Collin Joseph Neal
2376,Bradley Rust Gray
2377,Mike Bruce
2378,Andrew Bujalski
2379,Damir Catic
2380,James Bidgood
2381,Eric Eason
2382,Joseph Mazzella
2383,Marcus Nispel
2384,Brandon Landers
2385,Jim Chuchu
2386,Daryl Wein
2387,Jason Trost
2388,Jafar Panahi
2389,Ivan Kavanagh
2390,Kiyoshi Kurosawa
2391,Tadeo Garcia
2392,Thomas L. Phillips
2393,Ash Baron-Cohen
2394,Shane Carruth
2395,Neill Dela Llana
2396,Anthony Vallone
2397,Scott Smith
2398,Benjamin Roberds
2399,Daniel Hsia
