genre_id,movie_id
6,109444
8,109444
24,109444
5,109445
6,109446
8,109446
17,109446
24,109446
5,109504
8,109504
1,109506
8,109506
10,109506
8,109635
24,109635
5,109686
4,109707
5,109707
8,109707
8,109759
17,109759
20,109759
5,109813
9,109813
10,109813
5,109830
8,109830
5,109831
8,109831
20,109831
4,110005
6,110005
8,110005
20,110005
24,110005
1,110027
10,110027
20,110027
21,110027
7,110057
8,110057
23,110057
5,110074
10,110074
5,110137
8,110137
20,110137
8,110148
10,110148
14,110148
5,110189
6,110189
6,110265
8,110265
24,110265
8,110322
20,110322
25,110322
26,110322
2,110357
3,110357
8,110357
9,110357
16,110357
8,110367
9,110367
20,110367
1,110399
5,110399
6,110399
1,110475
5,110475
6,110475
10,110475
1,110490
8,110490
24,110490
5,110622
6,110622
1,110725
2,110725
24,110725
5,110759
5,110857
6,110857
6,110912
8,110912
1,110944
2,110944
8,110944
13,110944
20,110944
5,110971
8,110971
5,110989
9,110989
1,110997
2,110997
6,110997
24,110997
5,111070
8,111070
9,111070
10,111070
5,111127
6,111127
24,111127
1,111143
2,111143
6,111143
10,111143
17,111143
24,111143
6,111161
8,111161
1,111255
6,111255
8,111255
20,111255
24,111255
1,111257
2,111257
6,111257
24,111257
1,111280
2,111280
17,111280
21,111280
24,111280
1,111301
2,111301
5,111301
24,111301
1,111438
6,111438
21,111438
24,111438
1,111503
5,111503
24,111503
1,111512
5,111512
10,111686
14,111686
17,111686
24,111686
8,111742
14,111742
20,111742
24,111742
2,111756
4,111756
6,111756
8,111756
26,111756
8,112173
21,112173
2,112281
5,112281
5,112346
8,112346
20,112346
2,112384
8,112384
13,112384
1,112389
2,112389
3,112389
5,112389
10,112389
1,112401
6,112401
24,112401
5,112431
8,112431
9,112431
1,112442
5,112442
6,112442
8,112442
24,112442
1,112462
2,112462
10,112462
8,112471
20,112471
4,112573
8,112573
13,112573
25,112573
8,112579
20,112579
5,112585
8,112585
20,112585
4,112641
6,112641
8,112641
5,112642
9,112642
10,112642
5,112697
20,112697
1,112715
2,112715
17,112715
21,112715
6,112722
8,112722
17,112722
24,112722
1,112740
8,112740
24,112740
25,112740
1,112760
2,112760
5,112760
6,112818
8,112818
1,112851
6,112851
24,112851
1,112864
2,112864
24,112864
5,112883
8,112883
20,112883
1,113071
2,113071
20,113071
24,113071
5,113101
10,113101
5,113118
8,113118
5,113161
6,113161
24,113161
1,113189
2,113189
24,113189
5,113243
6,113243
8,113243
24,113243
14,113253
24,113253
5,113321
8,113321
20,113321
1,113326
5,113326
2,113362
8,113362
20,113362
25,113362
5,113416
8,113416
20,113416
8,113419
9,113419
10,113419
6,113451
8,113451
24,113451
4,113463
8,113463
13,113463
20,113463
8,113540
1,113552
6,113552
24,113552
8,113627
20,113627
5,113749
20,113749
1,113845
5,113845
6,113845
8,113845
24,113845
1,113855
2,113855
10,113855
21,113855
24,113855
8,113862
15,113862
1,113957
6,113957
8,113957
17,113957
24,113957
4,113987
8,113987
13,113987
1,114069
8,114069
24,114069
5,114113
8,114113
20,114113
2,114148
3,114148
8,114148
9,114148
13,114148
16,114148
20,114148
1,114194
10,114194
14,114194
17,114194
24,114194
1,114214
24,114214
26,114214
8,114279
25,114279
2,114287
4,114287
8,114345
20,114345
6,114369
8,114369
17,114369
24,114369
8,114388
20,114388
8,114436
1,114508
14,114508
21,114508
24,114508
1,114608
10,114608
14,114608
24,114608
5,114609
14,114609
24,114609
1,114614
5,114614
21,114614
6,114660
8,114660
5,114681
6,114681
8,114681
2,114709
3,114709
5,114709
9,114709
10,114709
1,114781
24,114781
6,114814
8,114814
17,114814
24,114814
5,114825
10,114825
14,114825
20,114825
1,114857
6,114857
21,114857
24,114857
1,114898
2,114898
21,114898
24,114898
5,114906
8,114906
5,115082
9,115082
21,115082
5,115341
9,115341
10,115341
2,115472
9,115472
10,115472
16,115472
6,115495
8,115495
24,115495
4,115632
8,115632
2,115641
3,115641
5,115641
6,115641
6,115710
8,115710
24,115710
5,115725
9,115725
10,115725
5,115734
6,115734
8,115734
6,115736
8,115736
20,115736
24,115736
1,115759
6,115759
24,115759
5,115798
8,115798
24,115798
5,115856
20,115856
1,115857
8,115857
21,115857
24,115857
8,115907
24,115907
1,115956
8,115956
17,115956
24,115956
25,115956
8,115963
10,115963
14,115963
24,115963
1,116040
2,116040
8,116040
24,116040
1,116136
2,116136
10,116136
8,116209
20,116209
25,116209
1,116213
8,116213
17,116213
24,116213
1,116225
2,116225
21,116225
24,116225
5,116242
16,116242
20,116242
4,116250
8,116250
13,116250
16,116250
1,116253
2,116253
24,116253
6,116259
8,116259
17,116259
24,116259
6,116260
8,116260
24,116260
5,116269
6,116269
8,116269
1,116277
8,116277
23,116277
24,116277
5,116313
1,116320
2,116320
6,116320
8,116320
20,116320
2,116322
9,116322
5,116324
5,116361
6,116361
8,116361
24,116361
6,116367
10,116367
14,116367
6,116378
8,116378
8,116404
13,116404
2,116409
8,116409
14,116409
24,116409
8,116410
13,116410
5,116414
8,116414
1,116421
5,116421
6,116421
8,116421
24,116421
8,116477
5,116483
23,116483
5,116493
8,116493
9,116493
3,116583
8,116583
9,116583
16,116583
20,116583
1,116629
2,116629
21,116629
14,116654
21,116654
24,116654
5,116695
8,116695
20,116695
23,116695
5,116705
9,116705
5,116729
8,116729
8,116731
24,116731
6,116743
8,116743
13,116743
20,116743
6,116745
8,116745
15,116745
24,116745
5,116778
23,116778
8,116905
17,116905
1,116908
6,116908
8,116908
17,116908
24,116908
5,116931
20,116931
1,116996
5,116996
21,116996
8,116999
8,117002
14,117002
20,117002
24,117002
1,117011
6,117011
17,117011
20,117011
24,117011
4,117039
8,117039
24,117039
25,117039
5,117057
8,117057
20,117057
1,117060
2,117060
24,117060
5,117104
8,117104
20,117104
5,117108
20,117108
21,117108
2,117119
5,117119
5,117218
20,117218
21,117218
5,117283
20,117283
1,117331
2,117331
5,117331
10,117331
8,117333
10,117333
20,117333
21,117333
6,117438
24,117438
1,117500
2,117500
24,117500
8,117509
20,117509
14,117571
17,117571
1,117603
6,117603
8,117603
20,117603
24,117603
5,117608
5,117628
8,117628
20,117628
4,117631
8,117631
15,117631
20,117631
1,117653
8,117653
24,117653
6,117665
8,117665
24,117665
8,117666
2,117705
3,117705
5,117705
9,117705
10,117705
21,117705
23,117705
1,117723
5,117723
1,117731
2,117731
8,117731
21,117731
24,117731
5,117765
6,117765
8,117765
24,117765
1,117786
5,117786
6,117786
5,117802
8,117802
5,117887
8,117887
15,117887
5,117891
6,117891
8,117891
20,117891
24,117891
10,117894
14,117894
6,117913
8,117913
24,117913
5,117918
8,117918
20,117918
23,117918
8,117951
5,117958
8,117958
1,117998
2,117998
8,117998
24,117998
8,118055
20,118055
5,118111
5,118113
8,118113
20,118113
2,118158
8,118158
1,118276
8,118276
10,118276
20,118276
5,118301
5,118315
8,118327
1,118480
2,118480
8,118480
21,118480
5,118541
6,118541
1,118548
6,118548
8,118548
24,118548
5,118570
8,118570
9,118570
23,118570
1,118571
2,118571
8,118571
24,118571
5,118577
1,118583
14,118583
21,118583
8,118589
15,118589
20,118589
8,118607
13,118607
1,118615
2,118615
14,118615
24,118615
2,118617
3,118617
8,118617
9,118617
10,118617
16,118617
17,118617
20,118617
8,118632
5,118655
6,118655
5,118665
6,118665
9,118665
21,118665
1,118688
5,118715
6,118715
8,118717
1,118736
2,118736
5,118736
8,118736
15,118736
21,118736
8,118749
2,118755
5,118755
9,118755
10,118755
1,118771
6,118771
8,118771
17,118771
24,118771
5,118789
6,118789
8,118789
20,118789
5,118798
8,118798
20,118798
3,118829
5,118829
9,118829
10,118829
16,118829
5,118836
5,118842
8,118842
20,118842
8,118849
9,118849
5,118863
6,118863
5,118866
8,118866
1,118880
6,118880
24,118880
1,118883
6,118883
17,118883
20,118883
24,118883
8,118884
17,118884
21,118884
24,118884
6,118887
8,118887
24,118887
5,118901
8,118901
5,118925
8,118925
9,118925
1,118928
2,118928
24,118928
1,118929
8,118929
10,118929
17,118929
21,118929
24,118929
5,118954
1,118956
2,118956
14,118956
21,118956
8,118971
17,118971
24,118971
